Fig  3d,,,"Note from author: The {pH,potential} ranges are included only when the calculated NO2 binding energy is exothermic (favorable for adsorption)."
6.7,0.95,-88.6053,
6.8,0.95,-89.1793,
6.9,0.95,-89.7533,
7,0.95,-90.3272,
7.1,0.95,-90.9012,
7.2,0.95,-91.4752,
7.3,0.95,-92.0492,
7.4,0.95,-92.6231,
7.5,0.95,-93.1971,
7.6,0.95,-93.7711,
7.7,0.95,-94.345,
7.8,0.95,-94.919,
7.9,0.95,-95.493,
8,0.95,-96.0669,
8.1,0.95,-96.6409,
8.2,0.95,-97.2149,
8.3,0.95,-97.7888,
8.4,0.95,-98.3628,
8.5,0.95,-98.9368,
8.6,0.95,-99.5107,
8.7,0.95,-100.085,
8.8,0.95,-100.659,
8.9,0.95,-101.233,
9,0.95,-101.807,
9.1,0.95,-102.381,
9.2,0.95,-102.955,
9.3,0.95,-103.528,
9.4,0.95,-104.102,
9.5,0.95,-104.676,
9.6,0.95,-105.25,
9.7,0.95,-105.824,
9.8,0.95,-106.398,
9.9,0.95,-106.972,
10,0.95,-107.546,
10.1,0.95,-108.12,
10.2,0.95,-108.694,
10.3,0.95,-109.268,
10.4,0.95,-109.842,
10.5,0.95,-110.416,
10.6,0.95,-110.99,
10.7,0.95,-111.564,
10.8,0.95,-112.138,
10.9,0.95,-112.712,
11,0.95,-113.286,
11.1,0.95,-113.86,
11.2,0.95,-114.434,
11.3,0.95,-115.008,
11.4,0.95,-115.582,
11.5,0.95,-116.156,
11.6,0.95,-116.73,
11.7,0.95,-117.304,
11.8,0.95,-117.878,
11.9,0.95,-118.452,
12,0.95,-119.026,
4.9,1,-81.9626,
5,1,-82.5366,
5.1,1,-83.1106,
5.2,1,-83.6845,
5.3,1,-84.2585,
5.4,1,-84.8325,
5.5,1,-85.4064,
5.6,1,-85.9804,
5.7,1,-86.5544,
5.8,1,-87.1283,
5.9,1,-87.7023,
6,1,-88.2763,
6.1,1,-88.8502,
6.2,1,-89.4242,
6.3,1,-89.9982,
6.4,1,-90.5721,
6.5,1,-91.1461,
6.6,1,-91.7201,
6.7,1,-92.294,
6.8,1,-92.868,
6.9,1,-93.442,
7,1,-94.0159,
7.1,1,-94.5899,
7.2,1,-95.1639,
7.3,1,-95.7378,
7.4,1,-96.3118,
7.5,1,-96.8858,
7.6,1,-97.4598,
7.7,1,-98.0337,
7.8,1,-98.6077,
7.9,1,-99.1817,
8,1,-99.7556,
8.1,1,-100.33,
8.2,1,-100.904,
8.3,1,-101.478,
8.4,1,-102.051,
8.5,1,-102.625,
8.6,1,-103.199,
8.7,1,-103.773,
8.8,1,-104.347,
8.9,1,-104.921,
9,1,-105.495,
9.1,1,-106.069,
9.2,1,-106.643,
9.3,1,-107.217,
9.4,1,-107.791,
9.5,1,-108.365,
9.6,1,-108.939,
9.7,1,-109.513,
9.8,1,-110.087,
9.9,1,-110.661,
10,1,-111.235,
10.1,1,-111.809,
10.2,1,-112.383,
10.3,1,-112.957,
10.4,1,-113.531,
10.5,1,-114.105,
10.6,1,-114.679,
10.7,1,-115.253,
10.8,1,-115.827,
10.9,1,-116.401,
11,1,-116.975,
11.1,1,-117.549,
11.2,1,-118.123,
11.3,1,-118.697,
11.4,1,-119.271,
11.5,1,-119.844,
11.6,1,-120.418,
11.7,1,-120.992,
11.8,1,-121.566,
11.9,1,-122.14,
12,1,-122.714,
4.9,1.05,-85.6513,
5,1.05,-86.2253,
5.1,1.05,-86.7993,
5.2,1.05,-87.3732,
5.3,1.05,-87.9472,
5.4,1.05,-88.5212,
5.5,1.05,-89.0951,
5.6,1.05,-89.6691,
5.7,1.05,-90.2431,
5.8,1.05,-90.817,
5.9,1.05,-91.391,
6,1.05,-91.965,
6.1,1.05,-92.5389,
6.2,1.05,-93.1129,
6.3,1.05,-93.6869,
6.4,1.05,-94.2608,
6.5,1.05,-94.8348,
6.6,1.05,-95.4088,
6.7,1.05,-95.9827,
6.8,1.05,-96.5567,
6.9,1.05,-97.1307,
7,1.05,-97.7046,
7.1,1.05,-98.2786,
7.2,1.05,-98.8526,
7.3,1.05,-99.4265,
7.4,1.05,-100.001,
7.5,1.05,-100.574,
7.6,1.05,-101.148,
7.7,1.05,-101.722,
7.8,1.05,-102.296,
7.9,1.05,-102.87,
8,1.05,-103.444,
8.1,1.05,-104.018,
8.2,1.05,-104.592,
8.3,1.05,-105.166,
8.4,1.05,-105.74,
8.5,1.05,-106.314,
8.6,1.05,-106.888,
8.7,1.05,-107.462,
8.8,1.05,-108.036,
8.9,1.05,-108.61,
9,1.05,-109.184,
9.1,1.05,-109.758,
9.2,1.05,-110.332,
9.3,1.05,-110.906,
9.4,1.05,-111.48,
9.5,1.05,-112.054,
9.6,1.05,-112.628,
9.7,1.05,-113.202,
9.8,1.05,-113.776,
9.9,1.05,-114.35,
10,1.05,-114.924,
10.1,1.05,-115.498,
10.2,1.05,-116.072,
10.3,1.05,-116.646,
10.4,1.05,-117.22,
10.5,1.05,-117.794,
10.6,1.05,-118.367,
10.7,1.05,-118.941,
10.8,1.05,-119.515,
10.9,1.05,-120.089,
11,1.05,-120.663,
11.1,1.05,-121.237,
11.2,1.05,-121.811,
11.3,1.05,-122.385,
11.4,1.05,-122.959,
11.5,1.05,-123.533,
11.6,1.05,-124.107,
11.7,1.05,-124.681,
11.8,1.05,-125.255,
11.9,1.05,-125.829,
12,1.05,-126.403,
4.9,1.1,-89.34,
5,1.1,-89.914,
5.1,1.1,-90.488,
5.2,1.1,-91.0619,
5.3,1.1,-91.6359,
5.4,1.1,-92.2099,
5.5,1.1,-92.7838,
5.6,1.1,-93.3578,
5.7,1.1,-93.9318,
5.8,1.1,-94.5057,
5.9,1.1,-95.0797,
6,1.1,-95.6537,
6.1,1.1,-96.2276,
6.2,1.1,-96.8016,
6.3,1.1,-97.3756,
6.4,1.1,-97.9495,
6.5,1.1,-98.5235,
6.6,1.1,-99.0975,
6.7,1.1,-99.6714,
6.8,1.1,-100.245,
6.9,1.1,-100.819,
7,1.1,-101.393,
7.1,1.1,-101.967,
7.2,1.1,-102.541,
7.3,1.1,-103.115,
7.4,1.1,-103.689,
7.5,1.1,-104.263,
7.6,1.1,-104.837,
7.7,1.1,-105.411,
7.8,1.1,-105.985,
7.9,1.1,-106.559,
8,1.1,-107.133,
8.1,1.1,-107.707,
8.2,1.1,-108.281,
8.3,1.1,-108.855,
8.4,1.1,-109.429,
8.5,1.1,-110.003,
8.6,1.1,-110.577,
8.7,1.1,-111.151,
8.8,1.1,-111.725,
8.9,1.1,-112.299,
9,1.1,-112.873,
9.1,1.1,-113.447,
9.2,1.1,-114.021,
9.3,1.1,-114.595,
9.4,1.1,-115.169,
9.5,1.1,-115.743,
9.6,1.1,-116.316,
9.7,1.1,-116.89,
9.8,1.1,-117.464,
9.9,1.1,-118.038,
10,1.1,-118.612,
10.1,1.1,-119.186,
10.2,1.1,-119.76,
10.3,1.1,-120.334,
10.4,1.1,-120.908,
10.5,1.1,-121.482,
10.6,1.1,-122.056,
10.7,1.1,-122.63,
10.8,1.1,-123.204,
10.9,1.1,-123.778,
11,1.1,-124.352,
11.1,1.1,-124.926,
11.2,1.1,-125.5,
11.3,1.1,-126.074,
11.4,1.1,-126.648,
11.5,1.1,-127.222,
11.6,1.1,-127.796,
11.7,1.1,-128.37,
11.8,1.1,-128.944,
11.9,1.1,-129.518,
12,1.1,-130.092,
4.9,1.15,-93.0287,
5,1.15,-93.6027,
5.1,1.15,-94.1767,
5.2,1.15,-94.7506,
5.3,1.15,-95.3246,
5.4,1.15,-95.8986,
5.5,1.15,-96.4725,
5.6,1.15,-97.0465,
5.7,1.15,-97.6205,
5.8,1.15,-98.1944,
5.9,1.15,-98.7684,
6,1.15,-99.3424,
6.1,1.15,-99.9163,
6.2,1.15,-100.49,
6.3,1.15,-101.064,
6.4,1.15,-101.638,
6.5,1.15,-102.212,
6.6,1.15,-102.786,
6.7,1.15,-103.36,
6.8,1.15,-103.934,
6.9,1.15,-104.508,
7,1.15,-105.082,
7.1,1.15,-105.656,
7.2,1.15,-106.23,
7.3,1.15,-106.804,
7.4,1.15,-107.378,
7.5,1.15,-107.952,
7.6,1.15,-108.526,
7.7,1.15,-109.1,
7.8,1.15,-109.674,
7.9,1.15,-110.248,
8,1.15,-110.822,
8.1,1.15,-111.396,
8.2,1.15,-111.97,
8.3,1.15,-112.544,
8.4,1.15,-113.118,
8.5,1.15,-113.692,
8.6,1.15,-114.266,
8.7,1.15,-114.839,
8.8,1.15,-115.413,
8.9,1.15,-115.987,
9,1.15,-116.561,
9.1,1.15,-117.135,
9.2,1.15,-117.709,
9.3,1.15,-118.283,
9.4,1.15,-118.857,
9.5,1.15,-119.431,
9.6,1.15,-120.005,
9.7,1.15,-120.579,
9.8,1.15,-121.153,
9.9,1.15,-121.727,
10,1.15,-122.301,
10.1,1.15,-122.875,
10.2,1.15,-123.449,
10.3,1.15,-124.023,
10.4,1.15,-124.597,
10.5,1.15,-125.171,
10.6,1.15,-125.745,
10.7,1.15,-126.319,
10.8,1.15,-126.893,
10.9,1.15,-127.467,
11,1.15,-128.041,
11.1,1.15,-128.615,
11.2,1.15,-129.189,
11.3,1.15,-129.763,
11.4,1.15,-130.337,
11.5,1.15,-130.911,
11.6,1.15,-131.485,
11.7,1.15,-132.059,
11.8,1.15,-132.632,
11.9,1.15,-133.206,
12,1.15,-133.78,
4.9,1.2,-96.7174,
5,1.2,-97.2914,
5.1,1.2,-97.8654,
5.2,1.2,-98.4393,
5.3,1.2,-99.0133,
5.4,1.2,-99.5873,
5.5,1.2,-100.161,
5.6,1.2,-100.735,
5.7,1.2,-101.309,
5.8,1.2,-101.883,
5.9,1.2,-102.457,
6,1.2,-103.031,
6.1,1.2,-103.605,
6.2,1.2,-104.179,
6.3,1.2,-104.753,
6.4,1.2,-105.327,
6.5,1.2,-105.901,
6.6,1.2,-106.475,
6.7,1.2,-107.049,
6.8,1.2,-107.623,
6.9,1.2,-108.197,
7,1.2,-108.771,
7.1,1.2,-109.345,
7.2,1.2,-109.919,
7.3,1.2,-110.493,
7.4,1.2,-111.067,
7.5,1.2,-111.641,
7.6,1.2,-112.215,
7.7,1.2,-112.789,
7.8,1.2,-113.362,
7.9,1.2,-113.936,
8,1.2,-114.51,
8.1,1.2,-115.084,
8.2,1.2,-115.658,
8.3,1.2,-116.232,
8.4,1.2,-116.806,
8.5,1.2,-117.38,
8.6,1.2,-117.954,
8.7,1.2,-118.528,
8.8,1.2,-119.102,
8.9,1.2,-119.676,
9,1.2,-120.25,
9.1,1.2,-120.824,
9.2,1.2,-121.398,
9.3,1.2,-121.972,
9.4,1.2,-122.546,
9.5,1.2,-123.12,
9.6,1.2,-123.694,
9.7,1.2,-124.268,
9.8,1.2,-124.842,
9.9,1.2,-125.416,
10,1.2,-125.99,
10.1,1.2,-126.564,
10.2,1.2,-127.138,
10.3,1.2,-127.712,
10.4,1.2,-128.286,
10.5,1.2,-128.86,
10.6,1.2,-129.434,
10.7,1.2,-130.008,
10.8,1.2,-130.581,
10.9,1.2,-131.155,
11,1.2,-131.729,
11.1,1.2,-132.303,
11.2,1.2,-132.877,
11.3,1.2,-133.451,
11.4,1.2,-134.025,
11.5,1.2,-134.599,
11.6,1.2,-135.173,
11.7,1.2,-135.747,
11.8,1.2,-136.321,
11.9,1.2,-136.895,
12,1.2,-137.469,
4.9,1.25,-100.406,
5,1.25,-100.98,
5.1,1.25,-101.554,
5.2,1.25,-102.128,
5.3,1.25,-102.702,
5.4,1.25,-103.276,
5.5,1.25,-103.85,
5.6,1.25,-104.424,
5.7,1.25,-104.998,
5.8,1.25,-105.572,
5.9,1.25,-106.146,
6,1.25,-106.72,
6.1,1.25,-107.294,
6.2,1.25,-107.868,
6.3,1.25,-108.442,
6.4,1.25,-109.016,
6.5,1.25,-109.59,
6.6,1.25,-110.164,
6.7,1.25,-110.738,
6.8,1.25,-111.312,
6.9,1.25,-111.885,
7,1.25,-112.459,
7.1,1.25,-113.033,
7.2,1.25,-113.607,
7.3,1.25,-114.181,
7.4,1.25,-114.755,
7.5,1.25,-115.329,
7.6,1.25,-115.903,
7.7,1.25,-116.477,
7.8,1.25,-117.051,
7.9,1.25,-117.625,
8,1.25,-118.199,
8.1,1.25,-118.773,
8.2,1.25,-119.347,
8.3,1.25,-119.921,
8.4,1.25,-120.495,
8.5,1.25,-121.069,
8.6,1.25,-121.643,
8.7,1.25,-122.217,
8.8,1.25,-122.791,
8.9,1.25,-123.365,
9,1.25,-123.939,
9.1,1.25,-124.513,
9.2,1.25,-125.087,
9.3,1.25,-125.661,
9.4,1.25,-126.235,
9.5,1.25,-126.809,
9.6,1.25,-127.383,
9.7,1.25,-127.957,
9.8,1.25,-128.531,
9.9,1.25,-129.104,
10,1.25,-129.678,
10.1,1.25,-130.252,
10.2,1.25,-130.826,
10.3,1.25,-131.4,
10.4,1.25,-131.974,
10.5,1.25,-132.548,
10.6,1.25,-133.122,
10.7,1.25,-133.696,
10.8,1.25,-134.27,
10.9,1.25,-134.844,
11,1.25,-135.418,
11.1,1.25,-135.992,
11.2,1.25,-136.566,
11.3,1.25,-137.14,
11.4,1.25,-137.714,
11.5,1.25,-138.288,
11.6,1.25,-138.862,
11.7,1.25,-139.436,
11.8,1.25,-140.01,
11.9,1.25,-140.584,
12,1.25,-141.158,
4.9,1.3,-104.095,
5,1.3,-104.669,
5.1,1.3,-105.243,
5.2,1.3,-105.817,
5.3,1.3,-106.391,
5.4,1.3,-106.965,
5.5,1.3,-107.539,
5.6,1.3,-108.113,
5.7,1.3,-108.687,
5.8,1.3,-109.261,
5.9,1.3,-109.834,
6,1.3,-110.408,
6.1,1.3,-110.982,
6.2,1.3,-111.556,
6.3,1.3,-112.13,
6.4,1.3,-112.704,
6.5,1.3,-113.278,
6.6,1.3,-113.852,
6.7,1.3,-114.426,
6.8,1.3,-115,
6.9,1.3,-115.574,
7,1.3,-116.148,
7.1,1.3,-116.722,
7.2,1.3,-117.296,
7.3,1.3,-117.87,
7.4,1.3,-118.444,
7.5,1.3,-119.018,
7.6,1.3,-119.592,
7.7,1.3,-120.166,
7.8,1.3,-120.74,
7.9,1.3,-121.314,
8,1.3,-121.888,
8.1,1.3,-122.462,
8.2,1.3,-123.036,
8.3,1.3,-123.61,
8.4,1.3,-124.184,
8.5,1.3,-124.758,
8.6,1.3,-125.332,
8.7,1.3,-125.906,
8.8,1.3,-126.48,
8.9,1.3,-127.054,
9,1.3,-127.627,
9.1,1.3,-128.201,
9.2,1.3,-128.775,
9.3,1.3,-129.349,
9.4,1.3,-129.923,
9.5,1.3,-130.497,
9.6,1.3,-131.071,
9.7,1.3,-131.645,
9.8,1.3,-132.219,
9.9,1.3,-132.793,
10,1.3,-133.367,
10.1,1.3,-133.941,
10.2,1.3,-134.515,
10.3,1.3,-135.089,
10.4,1.3,-135.663,
10.5,1.3,-136.237,
10.6,1.3,-136.811,
10.7,1.3,-137.385,
10.8,1.3,-137.959,
10.9,1.3,-138.533,
11,1.3,-139.107,
11.1,1.3,-139.681,
11.2,1.3,-140.255,
11.3,1.3,-140.829,
11.4,1.3,-141.403,
11.5,1.3,-141.977,
11.6,1.3,-142.551,
11.7,1.3,-143.125,
11.8,1.3,-143.699,
11.9,1.3,-144.273,
12,1.3,-144.846,
4.9,1.35,-107.784,
5,1.35,-108.357,
5.1,1.35,-108.931,
5.2,1.35,-109.505,
5.3,1.35,-110.079,
5.4,1.35,-110.653,
5.5,1.35,-111.227,
5.6,1.35,-111.801,
5.7,1.35,-112.375,
5.8,1.35,-112.949,
5.9,1.35,-113.523,
6,1.35,-114.097,
6.1,1.35,-114.671,
6.2,1.35,-115.245,
6.3,1.35,-115.819,
6.4,1.35,-116.393,
6.5,1.35,-116.967,
6.6,1.35,-117.541,
6.7,1.35,-118.115,
6.8,1.35,-118.689,
6.9,1.35,-119.263,
7,1.35,-119.837,
7.1,1.35,-120.411,
7.2,1.35,-120.985,
7.3,1.35,-121.559,
7.4,1.35,-122.133,
7.5,1.35,-122.707,
7.6,1.35,-123.281,
7.7,1.35,-123.855,
7.8,1.35,-124.429,
7.9,1.35,-125.003,
8,1.35,-125.577,
8.1,1.35,-126.15,
8.2,1.35,-126.724,
8.3,1.35,-127.298,
8.4,1.35,-127.872,
8.5,1.35,-128.446,
8.6,1.35,-129.02,
8.7,1.35,-129.594,
8.8,1.35,-130.168,
8.9,1.35,-130.742,
9,1.35,-131.316,
9.1,1.35,-131.89,
9.2,1.35,-132.464,
9.3,1.35,-133.038,
9.4,1.35,-133.612,
9.5,1.35,-134.186,
9.6,1.35,-134.76,
9.7,1.35,-135.334,
9.8,1.35,-135.908,
9.9,1.35,-136.482,
10,1.35,-137.056,
10.1,1.35,-137.63,
10.2,1.35,-138.204,
10.3,1.35,-138.778,
10.4,1.35,-139.352,
10.5,1.35,-139.926,
10.6,1.35,-140.5,
10.7,1.35,-141.074,
10.8,1.35,-141.648,
10.9,1.35,-142.222,
11,1.35,-142.796,
11.1,1.35,-143.369,
11.2,1.35,-143.943,
11.3,1.35,-144.517,
11.4,1.35,-145.091,
11.5,1.35,-145.665,
11.6,1.35,-146.239,
11.7,1.35,-146.813,
11.8,1.35,-147.387,
11.9,1.35,-147.961,
12,1.35,-148.535,
4.9,1.4,-111.472,
5,1.4,-112.046,
5.1,1.4,-112.62,
5.2,1.4,-113.194,
5.3,1.4,-113.768,
5.4,1.4,-114.342,
5.5,1.4,-114.916,
5.6,1.4,-115.49,
5.7,1.4,-116.064,
5.8,1.4,-116.638,
5.9,1.4,-117.212,
6,1.4,-117.786,
6.1,1.4,-118.36,
6.2,1.4,-118.934,
6.3,1.4,-119.508,
6.4,1.4,-120.082,
6.5,1.4,-120.656,
6.6,1.4,-121.23,
6.7,1.4,-121.804,
6.8,1.4,-122.378,
6.9,1.4,-122.952,
7,1.4,-123.526,
7.1,1.4,-124.099,
7.2,1.4,-124.673,
7.3,1.4,-125.247,
7.4,1.4,-125.821,
7.5,1.4,-126.395,
7.6,1.4,-126.969,
7.7,1.4,-127.543,
7.8,1.4,-128.117,
7.9,1.4,-128.691,
8,1.4,-129.265,
8.1,1.4,-129.839,
8.2,1.4,-130.413,
8.3,1.4,-130.987,
8.4,1.4,-131.561,
8.5,1.4,-132.135,
8.6,1.4,-132.709,
8.7,1.4,-133.283,
8.8,1.4,-133.857,
8.9,1.4,-134.431,
9,1.4,-135.005,
9.1,1.4,-135.579,
9.2,1.4,-136.153,
9.3,1.4,-136.727,
9.4,1.4,-137.301,
9.5,1.4,-137.875,
9.6,1.4,-138.449,
9.7,1.4,-139.023,
9.8,1.4,-139.597,
9.9,1.4,-140.171,
10,1.4,-140.745,
10.1,1.4,-141.319,
10.2,1.4,-141.892,
10.3,1.4,-142.466,
10.4,1.4,-143.04,
10.5,1.4,-143.614,
10.6,1.4,-144.188,
10.7,1.4,-144.762,
10.8,1.4,-145.336,
10.9,1.4,-145.91,
11,1.4,-146.484,
11.1,1.4,-147.058,
11.2,1.4,-147.632,
11.3,1.4,-148.206,
11.4,1.4,-148.78,
11.5,1.4,-149.354,
11.6,1.4,-149.928,
11.7,1.4,-150.502,
11.8,1.4,-151.076,
11.9,1.4,-151.65,
12,1.4,-152.224,
4.9,1.45,-115.161,
5,1.45,-115.735,
5.1,1.45,-116.309,
5.2,1.45,-116.883,
5.3,1.45,-117.457,
5.4,1.45,-118.031,
5.5,1.45,-118.605,
5.6,1.45,-119.179,
5.7,1.45,-119.753,
5.8,1.45,-120.327,
5.9,1.45,-120.901,
6,1.45,-121.475,
6.1,1.45,-122.049,
6.2,1.45,-122.622,
6.3,1.45,-123.196,
6.4,1.45,-123.77,
6.5,1.45,-124.344,
6.6,1.45,-124.918,
6.7,1.45,-125.492,
6.8,1.45,-126.066,
6.9,1.45,-126.64,
7,1.45,-127.214,
7.1,1.45,-127.788,
7.2,1.45,-128.362,
7.3,1.45,-128.936,
7.4,1.45,-129.51,
7.5,1.45,-130.084,
7.6,1.45,-130.658,
7.7,1.45,-131.232,
7.8,1.45,-131.806,
7.9,1.45,-132.38,
8,1.45,-132.954,
8.1,1.45,-133.528,
8.2,1.45,-134.102,
8.3,1.45,-134.676,
8.4,1.45,-135.25,
8.5,1.45,-135.824,
8.6,1.45,-136.398,
8.7,1.45,-136.972,
8.8,1.45,-137.546,
8.9,1.45,-138.12,
9,1.45,-138.694,
9.1,1.45,-139.268,
9.2,1.45,-139.842,
9.3,1.45,-140.415,
9.4,1.45,-140.989,
9.5,1.45,-141.563,
9.6,1.45,-142.137,
9.7,1.45,-142.711,
9.8,1.45,-143.285,
9.9,1.45,-143.859,
10,1.45,-144.433,
10.1,1.45,-145.007,
10.2,1.45,-145.581,
10.3,1.45,-146.155,
10.4,1.45,-146.729,
10.5,1.45,-147.303,
10.6,1.45,-147.877,
10.7,1.45,-148.451,
10.8,1.45,-149.025,
10.9,1.45,-149.599,
11,1.45,-150.173,
11.1,1.45,-150.747,
11.2,1.45,-151.321,
11.3,1.45,-151.895,
11.4,1.45,-152.469,
11.5,1.45,-153.043,
11.6,1.45,-153.617,
11.7,1.45,-154.191,
11.8,1.45,-154.765,
11.9,1.45,-155.339,
12,1.45,-155.913,
4.9,1.5,-118.85,
5,1.5,-119.424,
5.1,1.5,-119.998,
5.2,1.5,-120.572,
5.3,1.5,-121.145,
5.4,1.5,-121.719,
5.5,1.5,-122.293,
5.6,1.5,-122.867,
5.7,1.5,-123.441,
5.8,1.5,-124.015,
5.9,1.5,-124.589,
6,1.5,-125.163,
6.1,1.5,-125.737,
6.2,1.5,-126.311,
6.3,1.5,-126.885,
6.4,1.5,-127.459,
6.5,1.5,-128.033,
6.6,1.5,-128.607,
6.7,1.5,-129.181,
6.8,1.5,-129.755,
6.9,1.5,-130.329,
7,1.5,-130.903,
7.1,1.5,-131.477,
7.2,1.5,-132.051,
7.3,1.5,-132.625,
7.4,1.5,-133.199,
7.5,1.5,-133.773,
7.6,1.5,-134.347,
7.7,1.5,-134.921,
7.8,1.5,-135.495,
7.9,1.5,-136.069,
8,1.5,-136.643,
8.1,1.5,-137.217,
8.2,1.5,-137.791,
8.3,1.5,-138.365,
8.4,1.5,-138.938,
8.5,1.5,-139.512,
8.6,1.5,-140.086,
8.7,1.5,-140.66,
8.8,1.5,-141.234,
8.9,1.5,-141.808,
9,1.5,-142.382,
9.1,1.5,-142.956,
9.2,1.5,-143.53,
9.3,1.5,-144.104,
9.4,1.5,-144.678,
9.5,1.5,-145.252,
9.6,1.5,-145.826,
9.7,1.5,-146.4,
9.8,1.5,-146.974,
9.9,1.5,-147.548,
10,1.5,-148.122,
10.1,1.5,-148.696,
10.2,1.5,-149.27,
10.3,1.5,-149.844,
